Programme...:	MICH
Date........:	   202024-02-
Heure.......:	     3 13:15:
Colonnes....:	            3
Lignes......:	         1065
Décalage....:	           17
Commentaires:	

P.abs.i.(mp):	 1.5168300E+5	P.cal.i.(µm):	-2.6392187E+1	V_min___(mV):	 3.7616023E+5	
P.abs.f.(mp):	 1.5274700E+5	P.cal.f.(µm):	 7.9176562E+1	V_max___(mV):	 2.3937470E+5	
Nbre_de_pts_:	 1.0650000E+3	Délai___(ms):	 5.0000000E+1	Calibration_:	 1.0000000E+0	
Source......:	jnterferogrammeTg_filtre.txt	
Filtre......:	10nm 632nm	
Détecteur...:	Si-PIN	
Éch._du_pico:	20nA	
Temps___(ms):	Pos.cal.(µm):	Tension_(mV):	
 1.2491940E+6	-2.6392187E+1	 3.6394724E+2	
 1.2492440E+6	-2.6292969E+1	 3.6638984E+2	
 1.2492940E+6	-2.6193750E+1	 3.6394724E+2	
 1.2493440E+6	-2.6094531E+1	 3.6394724E+2	
 1.2493940E+6	-2.5995312E+1	 3.6394724E+2	
 1.2494440E+6	-2.5896094E+1	 3.6638984E+2	
 1.2494940E+6	-2.5796875E+1	 3.6394724E+2	
 1.2597940E+6	-5.3578125E+0	 2.7845627E+2	
 1.2598440E+6	-5.2585937E+0	 2.7601367E+2	
 1.2598940E+6	-5.1593750E+0	 2.6624328E+2	
 1.2599440E+6	-5.0601562E+0	 2.6135808E+2	
 1.2599940E+6	-4.9609375E+0	 2.5891548E+2	
 1.2600440E+6	-4.8617187E+0	 2.5891548E+2	
 1.2600940E+6	-4.7625000E+0	 2.5647289E+2	
 1.2601440E+6	-4.6632812E+0	 2.5403029E+2	
 1.2601940E+6	-4.5640625E+0	 2.5403029E+2	
 1.2602440E+6	-4.4648437E+0	 2.5403029E+2	
 1.2602940E+6	-4.3656250E+0	 2.5647289E+2	
 1.2603440E+6	-4.2664063E+0	 2.5647289E+2	
 1.2603940E+6	-4.1671875E+0	 2.5647289E+2	
 1.2604440E+6	-4.0679687E+0	 2.5647289E+2	
 1.2604940E+6	-3.9687500E+0	 2.5647289E+2	
 1.2605440E+6	-3.8695312E+0	 2.5891548E+2	
 1.2605940E+6	-3.7703125E+0	 2.5891548E+2	
 1.2606440E+6	-3.6710937E+0	 2.5891548E+2	
 1.2606940E+6	-3.5718750E+0	 2.6380068E+2	
 1.2607440E+6	-3.4726562E+0	 2.6135808E+2	
 1.2607940E+6	-3.3734375E+0	 2.6624328E+2	
 1.2608440E+6	-3.2742187E+0	 2.7112848E+2	
 1.2608940E+6	-3.1750000E+0	 2.8089887E+2	
 1.2609440E+6	-3.0757812E+0	 2.8334147E+2	
 1.2609940E+6	-2.9765625E+0	 2.8822666E+2	
 1.2610440E+6	-2.8773437E+0	 3.0288225E+2	
 1.2610940E+6	-2.7781250E+0	 3.1509528E+2	
 1.2611440E+6	-2.6789062E+0	 3.2730827E+2	
 1.2611940E+6	-2.5796875E+0	 3.3707866E+2	
 1.2612440E+6	-2.4804687E+0	 3.4929165E+2	
 1.2612940E+6	-2.3812500E+0	 3.5417685E+2	
 1.2613440E+6	-2.2820312E+0	 3.5661945E+2	
 1.2613940E+6	-2.1828125E+0	 3.6394724E+2	
 1.2614440E+6	-2.0835937E+0	 3.6638984E+2	
 1.2614940E+6	-1.9843750E+0	 3.6883244E+2	
 1.2615440E+6	-1.8851562E+0	 3.7371764E+2	
 1.2615940E+6	-1.7859375E+0	 3.7127504E+2	
 1.2616440E+6	-1.6867187E+0	 3.6883244E+2	
 1.2616940E+6	-1.5875000E+0	 3.6638984E+2	
 1.2617440E+6	-1.4882812E+0	 3.6394724E+2	
 1.2617940E+6	-1.3890625E+0	 3.6150464E+2	
 1.2618440E+6	-1.2898437E+0	 3.5661945E+2	
 1.2618940E+6	-1.1906250E+0	 3.2730827E+2	
 1.2619440E+6	-1.0914062E+0	 3.2730827E+2	
 1.2619940E+6	-9.9218750E-1	 3.2486567E+2	
 1.2620440E+6	-8.9296875E-1	 3.1998047E+2	
 1.2620940E+6	-7.9375000E-1	 3.0532485E+2	
 1.2621440E+6	-6.9453125E-1	 2.9799706E+2	
 1.2621940E+6	-5.9531250E-1	 2.8578407E+2	
 1.2622440E+6	-4.9609375E-1	 2.7601367E+2	
 1.2622940E+6	-3.9687500E-1	 2.6868588E+2	
 1.2623440E+6	-2.9765625E-1	 2.6380068E+2	
 1.2623940E+6	-1.9843750E-1	 2.5647289E+2	
 1.2624440E+6	-9.9218750E-2	 2.5403029E+2	
 1.2624940E+6	 0.0000000E+0	 2.5403029E+2	
 1.2625440E+6	 9.9218750E-2	 2.5158769E+2	
 1.2625940E+6	 1.9843750E-1	 2.5158769E+2	
 1.2626440E+6	 2.9765625E-1	 2.5647289E+2	
 1.2626940E+6	 3.9687500E-1	 2.5891548E+2	
 1.2627440E+6	 4.9609375E-1	 2.6624328E+2	
 1.2627940E+6	 5.9531250E-1	 2.7601367E+2	
 1.2628440E+6	 6.9453125E-1	 2.8089887E+2	
 1.2628940E+6	 7.9375000E-1	 2.9555446E+2	
 1.2629440E+6	 8.9296875E-1	 3.0532485E+2	
 1.2629940E+6	 9.9218750E-1	 3.1509528E+2	
 1.2630440E+6	 1.0914062E+0	 3.2486567E+2	
 1.2630940E+6	 1.1906250E+0	 3.3463606E+2	
 1.2631440E+6	 1.2898437E+0	 3.3952126E+2	
 1.2631940E+6	 1.3890625E+0	 3.4440646E+2	
 1.2632440E+6	 1.4882812E+0	 3.5661945E+2	
 1.2632940E+6	 1.5875000E+0	 3.5906205E+2	
 1.2633440E+6	 1.6867187E+0	 3.6150464E+2	
 1.2633940E+6	 1.7859375E+0	 3.6638984E+2	
 1.2634440E+6	 1.8851562E+0	 3.6883244E+2	
 1.2634940E+6	 1.9843750E+0	 3.6883244E+2	
 1.2635440E+6	 2.0835937E+0	 3.7127504E+2	
 1.2635940E+6	 2.1828125E+0	 3.6883244E+2	
